DateTime,uniqueID,latitude,longitude
6/12/2023 13:20,54075,37.14921,-109.15757
6/12/2023 14:20,54075,37.14942,-109.15749
6/12/2023 14:40,54075,37.1493,-109.15758
6/12/2023 15:00,54075,37.14918,-109.15756
6/12/2023 15:20,54075,37.14932,-109.15749
6/12/2023 15:40,54075,37.14939,-109.15715
6/12/2023 16:20,54075,37.14949,-109.15729
6/12/2023 17:00,54075,37.14915,-109.15715
6/12/2023 19:00,54075,37.14838,-109.15758
6/12/2023 21:00,54075,37.14842,-109.15722
6/12/2023 23:00,54075,37.1487,-109.15747
6/13/2023 1:00,54075,37.14865,-109.15767
6/13/2023 3:00,54075,37.14863,-109.15763
6/13/2023 5:00,54075,37.14878,-109.15743
6/13/2023 7:00,54075,37.14886,-109.15946
6/13/2023 9:01,54075,37.14899,-109.15927
6/13/2023 11:00,54075,37.14836,-109.15979
6/13/2023 13:00,54075,37.14816,-109.16023
6/13/2023 15:00,54075,37.14846,-109.16016
6/13/2023 17:00,54075,37.14794,-109.16001
6/13/2023 19:00,54075,37.14768,-109.15988
6/13/2023 21:00,54075,37.14834,-109.16008
6/13/2023 23:00,54075,37.14812,-109.16031
6/14/2023 1:00,54075,37.14821,-109.16048
6/14/2023 3:00,54075,37.14836,-109.16038
6/14/2023 5:00,54075,37.14855,-109.16088
6/14/2023 7:00,54075,37.14796,-109.16016
6/14/2023 9:00,54075,37.14835,-109.15918
6/14/2023 11:00,54075,37.14796,-109.15918
6/14/2023 13:00,54075,37.14836,-109.15908
6/14/2023 15:00,54075,37.14873,-109.15956
6/14/2023 17:00,54075,37.14838,-109.15913
6/14/2023 19:00,54075,37.14841,-109.15907
6/14/2023 21:00,54075,37.14771,-109.1597
6/14/2023 23:00,54075,37.14848,-109.15987
6/15/2023 1:00,54075,37.14789,-109.15943
6/15/2023 3:00,54075,37.14768,-109.15956
6/15/2023 5:00,54075,37.14783,-109.15987
6/15/2023 7:00,54075,37.14798,-109.15966
6/15/2023 9:00,54075,37.14865,-109.15941
6/15/2023 11:00,54075,37.14874,-109.15941
6/15/2023 13:00,54075,37.14878,-109.15947
6/15/2023 15:00,54075,37.14872,-109.15969
6/15/2023 17:00,54075,37.14888,-109.15947
6/15/2023 19:00,54075,37.14881,-109.1576
6/15/2023 21:00,54075,37.14918,-109.15924
6/15/2023 23:00,54075,37.14838,-109.15935
6/16/2023 1:00,54075,37.14859,-109.15962
6/16/2023 3:00,54075,37.14886,-109.15963
6/16/2023 5:00,54075,37.14892,-109.16023
6/16/2023 7:00,54075,37.14988,-109.15943
6/16/2023 9:00,54075,37.14825,-109.1592
6/16/2023 11:00,54075,37.14848,-109.15921
6/16/2023 13:00,54075,37.14835,-109.15935
6/16/2023 15:00,54075,37.14879,-109.15966
6/16/2023 17:00,54075,37.14925,-109.15882
6/16/2023 19:00,54075,37.14829,-109.15989
6/16/2023 21:00,54075,37.14882,-109.15903
6/16/2023 23:00,54075,37.14859,-109.15966
6/17/2023 1:00,54075,37.14855,-109.1596
6/17/2023 3:00,54075,37.14883,-109.15941
6/17/2023 5:00,54075,37.14812,-109.15728
6/17/2023 7:00,54075,37.14789,-109.15703
6/17/2023 9:00,54075,37.14845,-109.1572
6/17/2023 11:00,54075,37.14853,-109.15647
6/17/2023 13:00,54075,37.14798,-109.15625
6/17/2023 15:00,54075,37.14758,-109.15619
6/17/2023 17:00,54075,37.14793,-109.15573
6/17/2023 19:00,54075,37.14825,-109.15539
6/17/2023 21:00,54075,37.14788,-109.15512
6/17/2023 23:00,54075,37.14882,-109.15779
6/18/2023 1:00,54075,37.14838,-109.15735
6/18/2023 9:00,54075,37.14914,-109.15949
6/18/2023 11:00,54075,37.14859,-109.1594
6/18/2023 13:00,54075,37.14871,-109.15941
6/18/2023 15:00,54075,37.14986,-109.1597
6/18/2023 17:00,54075,37.14899,-109.15935
6/18/2023 19:00,54075,37.1489,-109.15886
6/18/2023 21:00,54075,37.14802,-109.15856
6/18/2023 23:00,54075,37.14848,-109.15981
6/19/2023 1:00,54075,37.14865,-109.15962
6/19/2023 3:00,54075,37.14863,-109.15934
6/19/2023 5:00,54075,37.14862,-109.15983
6/19/2023 7:00,54075,37.14879,-109.15975
6/19/2023 9:00,54075,37.14948,-109.15935
6/19/2023 11:00,54075,37.14793,-109.1555
6/19/2023 13:00,54075,37.14819,-109.15613
6/19/2023 15:00,54075,37.14783,-109.156
6/19/2023 17:00,54075,37.14702,-109.15573
6/19/2023 19:00,54075,37.14688,-109.15554
6/19/2023 21:00,54075,37.14697,-109.15527
6/19/2023 23:00,54075,37.14775,-109.15602
6/20/2023 1:00,54075,37.14766,-109.15628
6/20/2023 3:00,54075,37.14872,-109.15943
6/20/2023 5:00,54075,37.14868,-109.15931
6/20/2023 7:00,54075,37.14847,-109.15916
6/20/2023 9:00,54075,37.14756,-109.15824
6/20/2023 11:00,54075,37.14857,-109.15716
6/20/2023 13:00,54075,37.14912,-109.1588
6/20/2023 15:00,54075,37.14826,-109.15586
6/20/2023 17:00,54075,37.1483,-109.15569
6/20/2023 19:00,54075,37.14692,-109.15467
6/20/2023 21:00,54075,37.14735,-109.15496
6/20/2023 23:00,54075,37.14741,-109.15695
6/21/2023 1:00,54075,37.14776,-109.15693
6/21/2023 3:00,54075,37.14806,-109.15634
6/21/2023 5:00,54075,37.14818,-109.15673
6/21/2023 7:00,54075,37.14928,-109.15827
6/21/2023 9:00,54075,37.14942,-109.15838
6/21/2023 11:00,54075,37.14897,-109.15815
6/21/2023 13:00,54075,37.14967,-109.1585
6/21/2023 15:00,54075,37.14976,-109.15842
6/21/2023 17:00,54075,37.14959,-109.15867
6/21/2023 19:00,54075,37.15032,-109.15893
6/21/2023 21:00,54075,37.14936,-109.15782
6/21/2023 23:00,54075,37.14941,-109.15954
6/22/2023 1:00,54075,37.14878,-109.15956
6/22/2023 3:01,54075,37.14913,-109.15983
6/22/2023 5:00,54075,37.14878,-109.15974
6/22/2023 17:40,54075,37.14905,-109.1616
6/22/2023 19:00,54075,37.14815,-109.16048
6/22/2023 21:00,54075,37.14892,-109.16149
6/22/2023 23:00,54075,37.14818,-109.1595
6/23/2023 1:00,54075,37.14906,-109.15934
6/23/2023 3:00,54075,37.14889,-109.15911
6/23/2023 5:00,54075,37.14896,-109.15796
6/23/2023 7:00,54075,37.14846,-109.15836
6/23/2023 9:00,54075,37.14896,-109.15743
6/23/2023 11:00,54075,37.14783,-109.15544
6/23/2023 13:00,54075,37.14812,-109.15599
6/23/2023 15:00,54075,37.14834,-109.1548
6/23/2023 17:00,54075,37.14704,-109.1534
6/23/2023 19:00,54075,37.14752,-109.15392
6/23/2023 21:00,54075,37.1467,-109.15303
6/23/2023 23:00,54075,37.14853,-109.15821
6/24/2023 1:00,54075,37.14827,-109.1589
6/24/2023 3:00,54075,37.14846,-109.15794
6/24/2023 5:00,54075,37.14901,-109.1579
6/24/2023 7:00,54075,37.1486,-109.15828
6/24/2023 9:00,54075,37.14862,-109.15785
6/24/2023 11:00,54075,37.14745,-109.15026
6/24/2023 13:00,54075,37.14777,-109.15097
6/24/2023 15:00,54075,37.14763,-109.15055
6/24/2023 17:00,54075,37.1474,-109.15055
6/24/2023 19:00,54075,37.14833,-109.14943
6/24/2023 21:01,54075,37.14592,-109.1502
6/24/2023 23:01,54075,37.14484,-109.15089
6/25/2023 1:00,54075,37.15235,-109.14947
6/25/2023 3:00,54075,37.15348,-109.14987
6/25/2023 5:00,54075,37.15296,-109.15016
6/25/2023 7:00,54075,37.15665,-109.14643
6/25/2023 9:00,54075,37.15592,-109.14447
6/25/2023 11:00,54075,37.15568,-109.14612
6/25/2023 13:00,54075,37.15385,-109.14608
6/25/2023 15:00,54075,37.14643,-109.1332
6/25/2023 17:00,54075,37.15279,-109.14719
6/25/2023 19:00,54075,37.15206,-109.14722
6/25/2023 21:00,54075,37.15276,-109.14707
6/25/2023 23:00,54075,37.15289,-109.14676
6/26/2023 1:00,54075,37.15285,-109.1472
6/26/2023 3:00,54075,37.15271,-109.147
6/26/2023 5:00,54075,37.15341,-109.15039
6/26/2023 7:00,54075,37.15296,-109.15009
6/26/2023 9:01,54075,37.15342,-109.15031
6/26/2023 11:00,54075,37.14782,-109.15364
6/26/2023 13:00,54075,37.14875,-109.15364
6/26/2023 15:00,54075,37.14756,-109.15329
6/26/2023 17:01,54075,37.14856,-109.15243
6/26/2023 19:00,54075,37.14833,-109.15264
6/26/2023 21:00,54075,37.14812,-109.15331
6/26/2023 23:00,54075,37.15312,-109.15074
6/27/2023 1:00,54075,37.15316,-109.15061
6/27/2023 3:00,54075,37.15302,-109.15119
6/27/2023 5:00,54075,37.15276,-109.15036
6/27/2023 7:00,54075,37.15327,-109.15136
6/27/2023 9:00,54075,37.15338,-109.15045
6/27/2023 11:00,54075,37.15431,-109.14953
6/27/2023 13:00,54075,37.15446,-109.14934
6/27/2023 15:00,54075,37.15447,-109.1499
6/27/2023 17:00,54075,37.15494,-109.14985
6/27/2023 19:00,54075,37.15462,-109.1498
6/27/2023 21:00,54075,37.15361,-109.15056
6/27/2023 23:00,54075,37.1529,-109.14975
